season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,objectid,hour,date,month,is_weekend
Spring 2012,CR-Fitchburg,Fitchburg Line,422,1,day_type_01,weekday,2012-01-01 18:26:00,Ayer,4.0,2,3,20,1,18,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2012-01-02 01:22:00,Lincoln,9.0,0,0,13,2,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2012-01-02 01:28:00,Kendal Green,12.0,0,0,13,3,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2012-01-02 01:31:00,Brandeis/Roberts,13.0,7,1,19,4,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2012-01-02 01:35:00,Waltham,14.0,8,4,23,5,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2012-01-02 01:44:00,Porter Square,17.0,1,14,10,6,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,434,1,day_type_01,weekday,2012-01-02 01:55:00,North Station,18.0,0,10,0,7,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 01:25:00,Fitchburg,1.0,7,0,7,8,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 01:32:00,North Leominster,2.0,1,0,8,9,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 01:40:00,Shirley,3.0,1,0,9,10,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 01:44:00,Ayer,4.0,1,1,9,11,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 01:52:00,Littleton/Rte 495,5.0,0,0,9,12,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 01:59:00,South Acton,6.0,2,2,9,13,1,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:04:00,West Concord,7.0,4,0,13,14,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:10:00,Concord,8.0,2,1,14,15,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:16:00,Lincoln,9.0,0,0,14,16,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:22:00,Kendal Green,12.0,1,0,15,17,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:25:00,Brandeis/Roberts,13.0,12,0,27,18,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:29:00,Waltham,14.0,4,2,29,19,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:34:00,Waverley,15.0,0,1,28,20,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:36:00,Belmont,16.0,0,0,28,21,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:41:00,Porter Square,17.0,1,16,13,22,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,436,1,day_type_01,weekday,2012-01-02 02:52:00,North Station,18.0,0,13,0,23,2,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 03:25:00,Fitchburg,1.0,8,0,8,24,3,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 03:33:00,North Leominster,2.0,4,0,12,25,3,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 03:41:00,Shirley,3.0,1,0,13,26,3,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 03:45:00,Ayer,4.0,1,3,11,27,3,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 03:53:00,Littleton/Rte 495,5.0,0,0,11,28,3,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:00:00,South Acton,6.0,0,0,11,29,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:06:00,West Concord,7.0,3,0,14,30,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:12:00,Concord,8.0,0,1,13,31,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:16:00,Lincoln,9.0,1,0,14,32,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:21:00,Kendal Green,12.0,0,0,14,33,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:25:00,Brandeis/Roberts,13.0,13,0,27,34,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:28:00,Waltham,14.0,4,3,28,35,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:37:00,Porter Square,17.0,0,12,16,36,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,438,1,day_type_01,weekday,2012-01-02 04:48:00,North Station,18.0,0,16,0,37,4,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 13:41:00,South Acton,6.0,43,0,43,38,13,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 13:46:00,West Concord,7.0,34,1,76,39,13,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 13:52:00,Concord,8.0,25,0,101,40,13,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 13:58:00,Lincoln,9.0,12,2,111,41,13,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 14:02:00,Kendal Green,12.0,6,0,117,42,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 14:05:00,Brandeis/Roberts,13.0,7,1,123,43,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 14:09:00,Waltham,14.0,34,2,155,44,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 14:14:00,Waverley,15.0,7,2,160,45,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 14:16:00,Belmont,16.0,2,0,162,46,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 14:21:00,Porter Square,17.0,13,62,113,47,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,454,1,day_type_01,weekday,2012-01-01 14:32:00,North Station,18.0,0,113,0,48,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2012-01-01 14:25:00,South Acton,6.0,23,0,23,49,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,456,1,day_type_01,weekday,2012-01-01 14:30:00,West Concord,7.0,20,0,43,50,14,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:02:00,Concord,8.0,32,1,255,51,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:08:00,Lincoln,9.0,19,0,274,52,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:12:00,Hastings,11.0,4,0,278,53,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:14:00,Kendal Green,12.0,23,1,300,54,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:17:00,Brandeis/Roberts,13.0,6,0,306,55,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:22:00,Waltham,14.0,21,1,326,56,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:27:00,Waverley,15.0,9,0,335,57,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:30:00,Belmont,16.0,5,0,340,58,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:36:00,Porter Square,17.0,3,120,223,59,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,404,1,day_type_01,weekday,2012-01-01 11:47:00,North Station,18.0,0,223,0,60,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:00:00,Fitchburg,1.0,27,0,27,61,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:07:00,North Leominster,2.0,20,0,47,62,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:15:00,Shirley,3.0,21,0,68,63,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:21:00,Ayer,4.0,35,3,100,64,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:32:00,Littleton/Rte 495,5.0,24,0,124,65,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:38:00,South Acton,6.0,110,0,234,66,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:43:00,West Concord,7.0,40,2,272,67,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:49:00,Concord,8.0,50,1,321,68,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:55:00,Lincoln,9.0,41,0,362,69,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 11:58:00,Silver Hill,10.0,2,0,364,70,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:00:00,Hastings,11.0,12,0,376,71,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:02:00,Kendal Green,12.0,31,0,407,72,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:06:00,Brandeis/Roberts,13.0,21,4,424,73,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:10:00,Waltham,14.0,57,6,475,74,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:15:00,Waverley,15.0,25,2,498,75,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:17:00,Belmont,16.0,18,4,512,76,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:23:00,Porter Square,17.0,17,243,286,77,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,406,1,day_type_01,weekday,2012-01-01 12:34:00,North Station,18.0,0,286,0,78,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 11:30:00,Fitchburg,1.0,56,0,56,79,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 11:37:00,North Leominster,2.0,64,0,120,80,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 11:44:00,Shirley,3.0,49,4,165,81,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 11:51:00,Ayer,4.0,93,2,256,82,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 12:00:00,Littleton/Rte 495,5.0,75,0,331,83,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 12:08:00,South Acton,6.0,197,0,528,84,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 12:40:00,Porter Square,17.0,42,291,279,85,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,408,1,day_type_01,weekday,2012-01-01 12:50:00,North Station,18.0,0,279,0,86,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 11:55:00,Fitchburg,1.0,49,0,49,87,11,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:02:00,North Leominster,2.0,43,0,92,88,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:09:00,Shirley,3.0,23,0,115,89,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:15:00,Ayer,4.0,41,3,153,90,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:24:00,Littleton/Rte 495,5.0,33,0,186,91,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:32:00,South Acton,6.0,91,1,276,92,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:37:00,West Concord,7.0,69,1,344,93,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:44:00,Concord,8.0,106,7,443,94,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 12:50:00,Lincoln,9.0,53,2,494,95,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 13:00:00,Waltham,14.0,96,8,582,96,13,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 13:11:00,Porter Square,17.0,61,232,411,97,13,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,410,1,day_type_01,weekday,2012-01-01 13:22:00,North Station,18.0,0,411,0,98,13,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 12:20:00,Fitchburg,1.0,45,0,45,99,12,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 12:27:00,North Leominster,2.0,23,0,68,100,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,744,1,day_type_01,weekday,2012-01-01 11:35:00,Readville,4.0,11,0,11,101,11,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,744,1,day_type_01,weekday,2012-01-01 11:38:00,Fairmount,5.0,19,0,30,102,11,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,744,1,day_type_01,weekday,2012-01-01 11:42:00,Morton Street,6.0,8,0,38,103,11,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,744,1,day_type_01,weekday,2012-01-01 11:49:00,Uphams Corner,7.0,7,1,44,104,11,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,744,1,day_type_01,weekday,2012-01-01 12:02:00,South Station,8.0,0,44,0,105,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,746,1,day_type_01,weekday,2012-01-01 12:15:00,Readville,4.0,33,0,33,106,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,746,1,day_type_01,weekday,2012-01-01 12:18:00,Fairmount,5.0,22,0,55,107,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,746,1,day_type_01,weekday,2012-01-01 12:22:00,Morton Street,6.0,17,0,72,108,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,746,1,day_type_01,weekday,2012-01-01 12:29:00,Uphams Corner,7.0,6,0,78,109,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,746,1,day_type_01,weekday,2012-01-01 12:42:00,South Station,8.0,0,78,0,110,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,748,1,day_type_01,weekday,2012-01-01 12:55:00,Readville,4.0,54,0,54,111,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,748,1,day_type_01,weekday,2012-01-01 12:58:00,Fairmount,5.0,41,0,95,112,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,748,1,day_type_01,weekday,2012-01-01 13:02:00,Morton Street,6.0,19,0,114,113,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,748,1,day_type_01,weekday,2012-01-01 13:09:00,Uphams Corner,7.0,10,1,123,114,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,748,1,day_type_01,weekday,2012-01-01 13:20:00,South Station,8.0,0,123,0,115,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,750,1,day_type_01,weekday,2012-01-01 13:35:00,Readville,4.0,15,0,15,116,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,750,1,day_type_01,weekday,2012-01-01 13:38:00,Fairmount,5.0,25,1,39,117,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,750,1,day_type_01,weekday,2012-01-01 13:42:00,Morton Street,6.0,6,0,45,118,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,750,1,day_type_01,weekday,2012-01-01 13:49:00,Uphams Corner,7.0,8,0,53,119,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,750,1,day_type_01,weekday,2012-01-01 14:00:00,South Station,8.0,0,53,0,120,14,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,756,1,day_type_01,weekday,2012-01-01 18:00:00,Readville,4.0,0,0,0,121,18,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,756,1,day_type_01,weekday,2012-01-01 18:03:00,Fairmount,5.0,3,0,3,122,18,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,756,1,day_type_01,weekday,2012-01-01 18:07:00,Morton Street,6.0,1,0,4,123,18,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,756,1,day_type_01,weekday,2012-01-01 18:14:00,Uphams Corner,7.0,0,0,4,124,18,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,756,1,day_type_01,weekday,2012-01-01 18:25:00,South Station,8.0,0,4,0,125,18,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,758,1,day_type_01,weekday,2012-01-01 20:00:00,Readville,4.0,0,0,0,126,20,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,758,1,day_type_01,weekday,2012-01-01 20:03:00,Fairmount,5.0,0,0,0,127,20,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,758,1,day_type_01,weekday,2012-01-01 20:07:00,Morton Street,6.0,0,0,0,128,20,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,758,1,day_type_01,weekday,2012-01-01 20:14:00,Uphams Corner,7.0,0,0,0,129,20,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,758,1,day_type_01,weekday,2012-01-01 20:25:00,South Station,8.0,0,0,0,130,20,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,760,1,day_type_01,weekday,2012-01-01 21:10:00,Readville,4.0,4,0,4,131,21,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,760,1,day_type_01,weekday,2012-01-01 21:13:00,Fairmount,5.0,1,0,5,132,21,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,760,1,day_type_01,weekday,2012-01-01 21:17:00,Morton Street,6.0,3,0,8,133,21,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,760,1,day_type_01,weekday,2012-01-01 21:24:00,Uphams Corner,7.0,3,0,11,134,21,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,760,1,day_type_01,weekday,2012-01-01 21:35:00,South Station,8.0,0,11,0,135,21,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,762,1,day_type_01,weekday,2012-01-01 22:06:00,Readville,4.0,5,0,5,136,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,762,1,day_type_01,weekday,2012-01-01 22:09:00,Fairmount,5.0,1,0,6,137,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,762,1,day_type_01,weekday,2012-01-01 22:13:00,Morton Street,6.0,1,0,7,138,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,762,1,day_type_01,weekday,2012-01-01 22:20:00,Uphams Corner,7.0,6,2,11,139,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,762,1,day_type_01,weekday,2012-01-01 22:31:00,South Station,8.0,0,11,0,140,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,764,1,day_type_01,weekday,2012-01-01 22:46:00,Readville,4.0,0,0,0,141,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,764,1,day_type_01,weekday,2012-01-01 22:49:00,Fairmount,5.0,0,0,0,142,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,764,1,day_type_01,weekday,2012-01-01 22:53:00,Morton Street,6.0,0,0,0,143,22,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,764,1,day_type_01,weekday,2012-01-01 23:00:00,Uphams Corner,7.0,0,0,0,144,23,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,764,1,day_type_01,weekday,2012-01-01 23:11:00,South Station,8.0,0,0,0,145,23,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,766,1,day_type_01,weekday,2012-01-01 23:21:00,Readville,4.0,1,0,1,146,23,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,766,1,day_type_01,weekday,2012-01-01 23:43:00,South Station,8.0,0,1,0,147,23,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,768,1,day_type_01,weekday,2012-01-02 00:10:00,Readville,4.0,0,0,0,148,0,2012-01-02,1,0
Spring 2012,CR-Fairmount,Fairmount Line,768,1,day_type_01,weekday,2012-01-02 00:13:00,Fairmount,5.0,0,0,0,149,0,2012-01-02,1,0
Spring 2012,CR-Fairmount,Fairmount Line,768,1,day_type_01,weekday,2012-01-02 00:17:00,Morton Street,6.0,0,0,0,150,0,2012-01-02,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 12:35:00,Shirley,3.0,15,4,79,151,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,755,0,day_type_01,weekday,2012-01-01 17:31:00,Readville,5.0,0,2,0,152,17,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 12:41:00,Ayer,4.0,28,4,103,153,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,757,0,day_type_01,weekday,2012-01-01 19:05:00,South Station,1.0,8,0,8,154,19,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 12:50:00,Littleton/Rte 495,5.0,40,0,143,155,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,757,0,day_type_01,weekday,2012-01-01 19:16:00,Uphams Corner,2.0,1,0,9,156,19,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 12:58:00,South Acton,6.0,57,4,196,157,12,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,757,0,day_type_01,weekday,2012-01-01 19:23:00,Morton Street,3.0,0,1,8,158,19,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 13:03:00,West Concord,7.0,48,2,242,159,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,757,0,day_type_01,weekday,2012-01-01 19:27:00,Fairmount,4.0,0,3,5,160,19,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 13:09:00,Concord,8.0,40,0,282,161,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,757,0,day_type_01,weekday,2012-01-01 19:31:00,Readville,5.0,0,5,0,162,19,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 13:15:00,Lincoln,9.0,23,0,305,163,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,759,0,day_type_01,weekday,2012-01-01 20:30:00,South Station,1.0,28,0,28,164,20,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 13:18:00,Silver Hill,10.0,5,1,309,165,13,2012-01-01,1,0
Spring 2012,CR-Fairmount,Fairmount Line,759,0,day_type_01,weekday,2012-01-01 20:41:00,Uphams Corner,2.0,0,4,24,166,20,2012-01-01,1,0
Spring 2012,CR-Fitchburg,Fitchburg Line,412,1,day_type_01,weekday,2012-01-01 13:20:00,Hastings,11.0,8,0,317,167,13,2012-01-01,1,0
